age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,subscription_probability,predicted_subscription,campaign_priority,customer_rank
59,technician,married,professional.course,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.834,5076.2,1,0.7851376837778794,yes,High,687
56,retired,married,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.7845368130166603,yes,High,688
51,entrepreneur,married,basic.4y,no,no,no,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,0,0.7844942972547804,yes,High,689
36,technician,married,professional.course,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7842943900213367,yes,High,690
29,admin.,single,university.degree,no,no,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7842185769786137,yes,High,691
57,retired,divorced,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1,0.7838163075689945,yes,High,692
56,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.7833433188565164,yes,High,693
45,management,married,university.degree,no,no,no,telephone,nov,tue,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0,0.7833127803766561,yes,High,694
66,retired,married,basic.6y,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.7832649531121024,yes,High,695
48,admin.,married,basic.6y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0.7828806392578597,yes,High,696
56,entrepreneur,married,university.degree,no,no,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7827215620022736,yes,High,697
48,housemaid,married,high.school,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0.7823622461722848,yes,High,698
50,admin.,single,high.school,no,yes,no,telephone,dec,fri,2,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,1,0.7822425862794995,yes,High,699
58,unemployed,married,basic.9y,no,no,yes,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,0,0.7820776256579197,yes,High,700
80,retired,divorced,basic.4y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5,0,0.7817742784232283,yes,High,701
35,admin.,married,university.degree,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.7817627101104148,yes,High,702
39,technician,single,professional.course,no,no,no,cellular,apr,wed,3,9,1,success,-1.8,93.075,-47.1,1.415,5099.1,0,0.7815817207104373,yes,High,703
28,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7815342448531616,yes,High,704
59,technician,single,basic.6y,no,no,no,cellular,oct,thu,1,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.7813272670393825,yes,High,705
32,admin.,married,university.degree,no,yes,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.7809343098353129,yes,High,706
31,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7806371046916419,yes,High,707
34,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7806220118866806,yes,High,708
57,admin.,single,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.7805117574566691,yes,High,709
23,student,single,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,1,0.7802375163752099,yes,High,710
30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.780227333303919,yes,High,711
47,technician,married,professional.course,no,yes,no,cellular,jun,fri,5,999,1,failure,-2.9,92.963,-40.8,1.224,5076.2,0,0.7800916912355697,yes,High,712
24,technician,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7800418559290958,yes,High,713
60,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,0.7799153806743472,yes,High,714
46,housemaid,married,high.school,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,0.7799024633051156,yes,High,715
36,admin.,single,university.degree,no,yes,no,cellular,sep,fri,1,999,1,failure,-3.4,92.379,-29.8,0.773,5017.5,0,0.7797756854216457,yes,High,716
29,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,2,999,1,failure,-1.7,94.055,-39.8,0.72,4991.6,1,0.7796947873330383,yes,High,717
28,unemployed,single,university.degree,no,unknown,unknown,telephone,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7794731125253128,yes,High,718
53,technician,married,university.degree,no,no,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7794558403120576,yes,High,719
32,student,single,university.degree,no,no,no,cellular,mar,fri,11,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.7793998075721,yes,High,720
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7791716256381165,yes,High,721
51,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7791716256381165,yes,High,722
49,admin.,single,university.degree,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,0,0.7791287144161042,yes,High,723
22,admin.,single,university.degree,no,unknown,unknown,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,0,0.7791217250760125,yes,High,724
30,admin.,single,university.degree,no,no,no,cellular,nov,tue,2,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.7790281841046235,yes,High,725
56,retired,married,high.school,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,1,0.7788638918612406,yes,High,726
24,student,single,high.school,no,no,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1,0.7788236870538996,yes,High,727
60,retired,married,basic.4y,no,no,no,cellular,oct,mon,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,0,0.7787146587991796,yes,High,728
56,housemaid,married,basic.4y,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.834,5076.2,0,0.7783914577037256,yes,High,729
32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,3,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,1,0.7780387632545311,yes,High,730
60,management,married,professional.course,no,yes,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.7773702128513087,yes,High,731
74,retired,married,basic.4y,no,no,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,0.7772409681291569,yes,High,732
28,services,single,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,1,0.776965178329195,yes,High,733
64,retired,married,unknown,no,no,no,cellular,aug,fri,4,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,1,0.7766582400847732,yes,High,734
50,admin.,married,high.school,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.7764479482684361,yes,High,735
59,management,married,university.degree,no,no,no,cellular,dec,thu,4,999,1,failure,-3.0,92.713,-33.0,0.7,5023.5,0,0.7763135161494339,yes,High,736
31,admin.,single,university.degree,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,1,0.7760733190521095,yes,High,737
54,unemployed,married,basic.9y,no,yes,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,1,0.7758008733454772,yes,High,738
23,admin.,single,high.school,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7757971646604751,yes,High,739
44,management,married,university.degree,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7753111574385719,yes,High,740
28,admin.,single,high.school,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7752078213761602,yes,High,741
27,blue-collar,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.775148244400037,yes,High,742
71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,1,0.7750037699521546,yes,High,743
53,admin.,divorced,high.school,no,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.7750006428087189,yes,High,744
57,retired,divorced,basic.9y,no,no,no,cellular,jul,fri,3,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,0,0.7750000207475374,yes,High,745
49,unemployed,married,professional.course,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0.774907359800435,yes,High,746
43,technician,married,professional.course,no,no,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,1,0.7748899506644579,yes,High,747
63,technician,married,unknown,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,0,0.7748519315673333,yes,High,748
26,student,single,high.school,no,no,no,cellular,aug,wed,3,999,3,failure,-1.7,94.027,-38.3,0.894,4991.6,0,0.7747807497519603,yes,High,749
31,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,1,0.7747609283993188,yes,High,750
49,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7733004868151082,yes,High,751
27,unemployed,married,high.school,no,no,yes,cellular,nov,tue,3,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,0,0.7732560994839818,yes,High,752
73,retired,divorced,basic.4y,no,yes,no,cellular,oct,mon,2,999,3,failure,-3.4,92.431,-26.9,0.731,5017.5,0,0.7731223116327245,yes,High,753
29,admin.,married,university.degree,no,no,no,cellular,aug,thu,5,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.7730339855194278,yes,High,754
20,student,single,high.school,no,no,no,cellular,aug,fri,2,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,0,0.772666036170217,yes,High,755
37,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,1,0.7724926958135313,yes,High,756
55,technician,married,professional.course,no,yes,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0.7724695249529178,yes,High,757
45,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,3,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,0.7724034855633725,yes,High,758
66,retired,married,unknown,no,no,no,cellular,aug,mon,1,999,2,failure,-2.9,92.201,-31.4,0.861,5076.2,0,0.7721763074876318,yes,High,759
53,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7719459560507125,yes,High,760
40,admin.,married,university.degree,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,1,0.7716451963927379,yes,High,761
27,admin.,single,unknown,no,no,no,cellular,mar,mon,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7,1,0.7715983973004724,yes,High,762
66,retired,married,unknown,no,no,no,cellular,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,0,0.7715433796019086,yes,High,763
74,retired,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7713260423318424,yes,High,765
74,retired,married,high.school,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,0.7713260423318424,yes,High,764
37,services,married,high.school,no,no,no,cellular,nov,wed,2,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.7712939746729147,yes,High,766
33,services,married,high.school,no,unknown,unknown,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.771110460545269,yes,High,767
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,0.7710602192649496,yes,High,768
45,admin.,single,university.degree,no,unknown,unknown,cellular,nov,tue,3,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,0,0.7710299367283414,yes,High,769
32,self-employed,single,university.degree,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7706646853459295,yes,High,770
39,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.770556082005079,yes,High,771
20,student,single,basic.4y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7701997816814162,yes,High,772
46,entrepreneur,married,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.770128516439099,yes,High,773
40,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7699874387964666,yes,High,774
41,services,married,high.school,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.7699552872415968,yes,High,775
29,blue-collar,single,basic.9y,no,no,yes,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,1,0.7698916425674815,yes,High,776
75,retired,divorced,basic.4y,unknown,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,1,0.7695967664065594,yes,High,777
70,retired,married,basic.4y,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.7693012045344241,yes,High,778
43,technician,married,high.school,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.809,5017.5,0,0.7691349544112721,yes,High,779
47,management,married,university.degree,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7689768434787626,yes,High,780
24,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7688747281518712,yes,High,781
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,0,0.7688176803614243,yes,High,782
23,student,single,high.school,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7687037252015585,yes,High,783
50,management,married,university.degree,no,yes,no,telephone,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.754,5017.5,0,0.7686113249858709,yes,High,784
57,management,married,basic.4y,no,yes,no,cellular,sep,fri,2,999,1,failure,-3.4,92.379,-29.8,0.773,5017.5,0,0.7682637541298446,yes,High,785
37,blue-collar,single,professional.course,no,no,no,cellular,oct,wed,3,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0.7682067370898243,yes,High,786
32,self-employed,single,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,1,0.7674489325327413,yes,High,787
39,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,0.7671116006329951,yes,High,788
34,unknown,single,university.degree,no,yes,no,telephone,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.7670524092587109,yes,High,789
40,services,married,high.school,unknown,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7670515452772292,yes,High,790
23,student,single,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0.7669510529304353,yes,High,791
56,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7668339423062235,yes,High,792
60,admin.,married,high.school,no,no,no,cellular,oct,tue,1,999,1,failure,-1.1,94.601,-49.5,1.037,4963.6,1,0.7666844258488432,yes,High,793
43,services,divorced,basic.6y,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7664847066412764,yes,High,794
37,admin.,married,high.school,no,yes,yes,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7661751513713245,yes,High,795
59,retired,married,unknown,no,unknown,unknown,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7660504149224217,yes,High,796
35,management,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0.7655903056704028,yes,High,797
63,technician,married,unknown,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,0,0.7653681255752061,yes,High,798
37,services,married,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,-2.9,92.469,-33.6,0.944,5076.2,0,0.7653064408473427,yes,High,799
34,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7652995955926596,yes,High,800
56,management,divorced,unknown,no,yes,no,cellular,nov,thu,7,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.7652977699387435,yes,High,801
63,management,married,unknown,no,yes,no,cellular,sep,fri,2,999,2,failure,-3.4,92.379,-29.8,0.803,5017.5,0,0.7647438550408795,yes,High,802
38,student,single,unknown,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0,0.7647063935254358,yes,High,803
71,retired,married,basic.9y,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,0,0.7647008986966682,yes,High,804
39,student,single,unknown,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,1,0.7645548432869862,yes,High,805
38,technician,divorced,professional.course,no,no,yes,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,0,0.7643844290898268,yes,High,806
33,housemaid,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,1,0.7641327220397425,yes,High,807
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.7640265628764507,yes,High,808
58,retired,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,0,0.7639214111159837,yes,High,809
48,management,married,university.degree,no,yes,no,cellular,dec,fri,5,999,1,failure,-3.0,92.713,-33.0,0.718,5023.5,0,0.7639050054424515,yes,High,810
46,unknown,married,unknown,no,no,yes,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.7634619442570194,yes,High,811
31,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7631166093010787,yes,High,812
28,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,999,1,failure,-1.7,94.027,-38.3,0.898,4991.6,0,0.762857271431569,yes,High,813
33,admin.,married,university.degree,no,no,yes,telephone,mar,thu,2,999,1,failure,-1.8,93.369,-34.8,0.65,5008.7,0,0.7627742178059109,yes,High,814
18,student,single,unknown,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.7625069022236173,yes,High,815
42,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7623895013925673,yes,High,816
88,retired,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,0,0.7623725433647572,yes,High,817
54,admin.,married,university.degree,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7622653286998857,yes,High,818
36,management,married,university.degree,no,yes,no,cellular,mar,thu,1,999,1,failure,-1.8,92.843,-50.0,1.538,5099.1,0,0.7617726283160436,yes,High,819
29,admin.,married,high.school,no,yes,no,cellular,nov,wed,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5,0,0.7616998374753101,yes,High,820
45,unemployed,married,basic.9y,no,no,no,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0,0.7616993242926619,yes,High,821
79,retired,married,basic.9y,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7616359700192679,yes,High,822
40,admin.,single,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.7615081860339037,yes,High,823
63,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,1,0.7609089378323447,yes,High,824
27,admin.,single,high.school,no,no,yes,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,0.7607834527324249,yes,High,825
32,technician,married,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.7607436643631394,yes,High,826
31,services,single,university.degree,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,0.7607210603620547,yes,High,827
56,management,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1,0.7605214490587406,yes,High,828
27,admin.,single,university.degree,no,no,no,cellular,may,mon,1,1,1,success,-1.8,92.893,-46.2,1.299,5099.1,0,0.7603590227109894,yes,High,829
58,retired,married,high.school,no,no,no,cellular,aug,tue,5,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,0,0.7602695569545213,yes,High,830
32,admin.,single,high.school,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.760219621830089,yes,High,831
75,retired,married,basic.9y,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,0,0.7601940836397508,yes,High,832
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.7601761027241817,yes,High,833
37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7601361372133751,yes,High,834
37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7601361372133751,yes,High,835
29,admin.,single,professional.course,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7599941288873565,yes,High,836
57,retired,married,basic.4y,no,yes,yes,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,0.7599585454829139,yes,High,837
37,admin.,married,university.degree,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,-2.9,92.469,-33.6,1.048,5076.2,1,0.7597500688349386,yes,High,838
53,technician,married,professional.course,no,yes,yes,cellular,mar,mon,1,999,1,failure,-1.8,93.369,-34.8,0.646,5008.7,0,0.7596300363295637,yes,High,839
47,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,1,0.7593024110223794,yes,High,840
63,retired,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,1,0.7592059942921198,yes,High,841
66,retired,married,basic.6y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,1,0.75888772417828,yes,High,842
41,entrepreneur,married,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.7588815794146125,yes,High,843
44,unemployed,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.758552557045269,yes,High,844
19,student,single,unknown,no,yes,yes,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7585313084507656,yes,High,845
69,services,married,unknown,no,no,no,telephone,jul,wed,2,999,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7584499200879325,yes,High,846
40,admin.,married,university.degree,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.7584189799895722,yes,High,847
46,admin.,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.758234131240798,yes,High,848
40,management,divorced,university.degree,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.7581931815360131,yes,High,849
40,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7575641377373546,yes,High,850
21,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.7574316961701968,yes,High,851
31,technician,single,university.degree,no,no,no,cellular,may,tue,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,0,0.7573516368615251,yes,High,852
55,management,married,university.degree,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,0.7573018803319587,yes,High,853
29,admin.,single,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,0,0.7570966496007719,yes,High,854
30,technician,single,professional.course,no,yes,no,telephone,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0.7567740745257077,yes,High,855
38,technician,married,professional.course,no,no,no,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,0.7562880750173493,yes,High,856
